Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,type_conventional,type_organic,region_Albany,region_Atlanta,region_BaltimoreWashington,region_Boise,region_Boston,region_BuffaloRochester,region_California,region_Charlotte,region_Chicago,region_CincinnatiDayton,region_Columbus,region_DallasFtWorth,region_Denver,region_Detroit,region_GrandRapids,region_GreatLakes,region_HarrisburgScranton,region_HartfordSpringfield,region_Houston,region_Indianapolis,region_Jacksonville,region_LasVegas,region_LosAngeles,region_Louisville,region_MiamiFtLauderdale,region_Midsouth,region_Nashville,region_NewOrleansMobile,region_NewYork,region_Northeast,region_NorthernNewEngland,region_Orlando,region_Philadelphia,region_PhoenixTucson,region_Pittsburgh,region_Plains,region_Portland,region_RaleighGreensboro,region_RichmondNorfolk,region_Roanoke,region_Sacramento,region_SanDiego,region_SanFrancisco,region_Seattle,region_SouthCarolina,region_SouthCentral,region_Southeast,region_Spokane,region_StLouis,region_Syracuse,region_Tampa,region_TotalUS,region_West,region_WestTexNewMexico
0.2738095238095237,0.0030715733765078854,0.00495254752621865,0.0009194921098985321,0.00015269558124246686,0.003108675078063787,0.004018916743847483,0.0011237718888613072,1.1383129024595444e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7083333333333339,0.04462876186578645,0.0459249919710547,0.022269627659428724,0.042950538094743605,0.06090326053935277,0.08352861292662392,0.00010038998099736593,0.11114309544799002,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35714285714285765,0.0003937052836313705,7.126527232454608e-05,0.000494358911829189,0.0,0.0006685903144334614,0.0009621589513693467,1.3042269625167252e-05,0.0,0.33333333333337123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01190476190476275,0.0010044854894701919,0.002214025668724605,0.00030982865603386753,0.0008864260649845267,0.000202132495713444,8.36170751270409e-05,0.0004890212896753286,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.988095238095239,0.00012811755864421638,4.958182514034223e-05,0.000142459620234336,0.0,0.00020898631696219424,0.0003005120785648758,4.631850413871571e-06,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.07142857142857117,5.192833882650529e-05,2.3184527739943824e-05,9.389087626503869e-07,0.0,0.00014369641725661553,0.00020798923729195733,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4.854991947663788e-05,3.3468732250417675e-06,4.916472143570389e-05,0.0,0.00010512754214691383,4.6220328594678764e-05,0.00024794300511038226,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9821428571428577,0.007343991408216755,0.0063490791842711605,0.005971586253541542,0.0070799886512896044,0.00900490837817897,0.012341277505854719,0.001129230792973088,0.005097430430819712,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666607,5.1223601542034684e-05,3.7021377502432586e-06,5.00147220845133e-05,0.0,0.00011243869775523576,2.4904018703065227e-05,0.0003225964039100224,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6309523809523814,0.009413524357665019,0.01104223480218889,0.006154779956592528,0.00021393796453275494,0.01088131563916882,0.006180444808352245,0.0223955807593885,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11904761904761862,0.0114258911944034,0.010319033624458145,0.014340292066700523,0.0027140880662958403,0.00924522158259309,0.008680216411312749,0.011003103163175975,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.041666666666666075,0.0059152403147196666,0.011262109687634601,0.0017113663925007324,2.6562582916031322e-05,0.004056059721636049,0.003875388218932541,0.004669989304482128,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6428571428571423,0.006102203196638535,0.005533309173850694,0.0034408387758333454,0.0027106165519111907,0.009204518824591211,0.01302886316968709,0.0006614523687859155,0.00027464517672081237,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4583333333333339,0.0025444809231821523,0.003300050415861375,0.0015540215022837116,0.0002940773243150511,0.0026589982300318908,0.0018412514609715107,0.004023871525401631,0.006989078087086918,0.33333333333337123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2738095238095237,0.007466142457828724,0.00019599433822136997,0.01873032412452873,9.179092446471263e-05,0.00405965129327702,0.005839688678323637,8.503965454082441e-05,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26785714285714235,0.01597805361127898,0.02332365820962586,0.01624483673883903,0.0018107638945272092,0.006771508290529654,0.0046631742116984886,0.01202474528577687,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4166666666666661,0.006839239206801621,0.007490429785950788,0.007082855119019556,0.0034116111262522983,0.0053444129392057685,0.0034813140440017164,0.009956481570959158,0.0,0.33333333333337123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20833333333333393,0.047725013366154534,0.07957148355269662,0.03609759355920626,0.0355887912827415,0.01774916507741127,0.02336746996179217,0.00466886849809659,0.007959707348453257,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1845238095238102,0.006833709938858696,0.011340780554511088,0.002835474175824728,6.335513751986005e-05,0.005734434494607802,0.005655318399519065,0.006189285199013276,4.984650448668387e-06,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6428571428571423,2.2163787614397446e-05,0.0,4.582578210546696e-05,0.0,2.7452449863950434e-05,1.44442262498533e-05,5.9189418029432445e-05,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10119047619047628,0.00029584055274686793,0.00011726719181613764,0.0005637463211147565,0.0001986460222094217,0.0001994055234542824,0.00028631739307783484,5.39770563519122e-06,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9047619047619051,0.008801303800005066,0.015744198166355177,0.0024682260219393054,0.0039062390932253633,0.006796060848258081,0.005637753419477992,0.009827076517946773,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35714285714285765,0.0015881570677426483,0.0004518714140786522,0.003569133184105884,0.0,0.0008265993356654759,0.0005538624472142837,0.0015038389078725495,0.0,0.33333333333337123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13095238095238138,5.5549296592549185e-05,2.192659233573409e-05,6.032610926558737e-05,0.0001961562709426027,6.832141741863115e-05,9.239508237938283e-05,1.5199953056921695e-05,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8214285714285712,0.014334702575322628,0.005402590295296915,0.018515499650207393,0.004099783874274536,0.019808154048332242,0.007401765290206792,0.04927192513364449,0.005230366526785291,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5535714285714288,0.007351029341901465,0.008300935462014526,0.004010108147140883,4.0825637491877825e-05,0.009734011874300544,0.006544351447591941,0.017657488041629706,0.0,0.33333333333337123,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7142857142857153,0.00981479600795513,0.007862752724251588,0.016986827707503,0.0016571847264786946,0.004273261023172267,0.005916962636455837,9.618302286381555e-05,0.00551081202402819,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.04761904761904745,3.423439343476947e-05,3.3193929863968504e-05,2.5143409996678156e-06,0.0,7.319311232341388e-05,0.00010309246154688912,6.667136892447075e-06,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6309523809523814,0.00174276794871008,0.000982042601891131,0.00031020675977075173,0.0,0.004146563920208849,0.005868426210960805,0.00031219615994561767,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7916666666666661,0.00248157404135112,0.0003290136425125925,0.003441622828155954,0.0003312665112184835,0.003944547048532137,0.002773626900458369,0.006611629874180426,0.0026859834257653677,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6964285714285712,0.0023931476705341187,0.003707627202714967,0.0008023077963132758,6.753352134934811e-05,0.002516323846671384,0.0015203749136282637,0.0049377536218958885,0.00029001602610434247,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0297619047619051,0.028708792525509202,0.04737644981105922,0.023956514033243743,0.004904134542608404,0.01105346899010849,0.015865058307216476,0.00012076382811795164,0.0019982647978638145,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5119047619047628,0.0010920207395892357,0.0003576660782171474,0.0006965843248094661,0.0002456803296584618,0.0023394366205492846,0.002067238265435284,0.0030866920431337143,0.0,0.33333333333337123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7678571428571423,0.004412861853422171,0.0003806852848414034,0.01078861809132363,5.284634510659868e-05,0.0023884132075010223,0.00318915709822286,0.0001172387958663982,0.00528372947558849,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2916666666666661,3.213394035694548e-05,4.506671201002773e-05,4.354885508012177e-05,0.0,9.118813539721502e-06,1.3198763819888708e-05,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4940476190476186,0.03166563611197713,0.03780296561344932,0.02612832968525349,0.0024211417330925306,0.029864018333343133,0.04000269100574699,0.0034796876774564572,0.042123885239570905,0.33333333333337123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9464285714285712,0.00437383572641029,0.005217606079570063,0.0009959780016138983,0.00012160903387947103,0.006922394561391771,0.007169970312419356,0.00644803760361726,0.0022919241502960927,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4107142857142865,0.014869198049843437,0.0029758741747179245,0.031695100198762836,0.005919332585180096,0.010216205917948215,0.014499746081066916,0.0005672294457008657,0.0010925991263448472,0.33333333333337123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053571428571428825,0.012889196492874793,0.02498205631650879,0.006693128356022085,0.004847765631435029,0.004552284535669589,0.006413960421998235,0.00040982171832904213,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5178571428571423,0.008968906964771492,0.013116532910606184,0.00516691848416252,3.125933767173408e-05,0.008079454620537996,0.0064086939164980415,0.012057503956031265,0.00324203477781555,0.33333333333337123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8035714285714288,0.06611542349854589,0.0100189410644631,0.1368667136663941,0.005729549920398451,0.05618447377753877,0.06663390535148982,0.028893227596657085,0.05684116538227329,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666661,0.00013464097811624574,9.687113885197085e-06,0.0001914186805935176,0.0002128383898407844,0.00019716066213399207,0.0002590233117992107,6.16705791231598e-05,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4940476190476186,0.009905113570472409,0.004443483799788378,0.009407478904909833,0.0010146914528028907,0.01667195528773902,0.024086670348314375,2.50529077878263e-05,0.0008240442861722261,0.33333333333337123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1904761904761898,0.024572162729820535,0.0008645674396289285,0.06307621455441055,0.000678575031782323,0.011530598288004337,0.014090386413721788,0.0060827508909663255,3.6070743246727595e-06,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6190476190476186,0.002624606112732564,0.0013747879741851973,0.0031963087328605996,2.4190643223352004e-06,0.0034807460017632656,0.0038076618099260264,0.0028796471056641232,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0.000164769016981093,3.196281517267621e-05,0.0001593717021089231,0.0,0.0003300529422797783,0.00016200350689944345,0.000738894669590133,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333393,0.09487136766796618,0.16933056340793845,0.06769103514588985,0.04034222125971039,0.030479327646350286,0.04004865955219476,0.009516221478902416,3.8354619452299296e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.4166666666666661,0.7411251685033248,0.625375704271745,0.8742496822613308,0.7829149937930384,0.6303155455789057,0.6535694355540359,0.5844945553385222,0.21869037281832043,0.33333333333337123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4107142857142865,0.0005019404516365699,4.525225858135822e-06,0.0015039037054078773,0.0,2.9419090845855728e-05,4.258181507702576e-05,0.0,0.0,0.33333333333337123,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07738095238095255,0.00018615143413071075,0.0003622933107211332,2.3783897464703115e-05,0.0,0.0001545093294059468,0.00022364007531409184,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01190476190476275,0.007413547618315022,0.0070744308555573026,0.010900809872362433,0.004389529659713717,0.003522965809068509,0.005044573359560117,0.00012600766329771791,1.9412947747359426e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8095238095238102,0.00378549064403932,0.005743518929602125,0.0014928190130388346,3.255919203974212e-05,0.0038934649685186686,0.004555283693927705,0.001798696665136419,0.007560554666525525,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10714285714285765,0.007003187976777611,0.007128813588309866,0.010633866191591599,0.005201922931508856,0.0023104186005808414,0.00334414880853849,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7976190476190474,0.0016681203517012585,0.0018142734951018123,0.0013638836847368481,0.0005755095396724409,0.001739689580235952,0.0019951553528720065,0.0010973009249445078,0.0013111262020144693,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
