Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,type_conventional,type_organic,region_Albany,region_Atlanta,region_BaltimoreWashington,region_Boise,region_Boston,region_BuffaloRochester,region_California,region_Charlotte,region_Chicago,region_CincinnatiDayton,region_Columbus,region_DallasFtWorth,region_Denver,region_Detroit,region_GrandRapids,region_GreatLakes,region_HarrisburgScranton,region_HartfordSpringfield,region_Houston,region_Indianapolis,region_Jacksonville,region_LasVegas,region_LosAngeles,region_Louisville,region_MiamiFtLauderdale,region_Midsouth,region_Nashville,region_NewOrleansMobile,region_NewYork,region_Northeast,region_NorthernNewEngland,region_Orlando,region_Philadelphia,region_PhoenixTucson,region_Pittsburgh,region_Plains,region_Portland,region_RaleighGreensboro,region_RichmondNorfolk,region_Roanoke,region_Sacramento,region_SanDiego,region_SanFrancisco,region_Seattle,region_SouthCarolina,region_SouthCentral,region_Southeast,region_Spokane,region_StLouis,region_Syracuse,region_Tampa,region_TotalUS,region_West,region_WestTexNewMexico
0.0952380952380949,0.2740213523131672,0.0037474676277592,0.0019830733891601,0.0057904398796394,0.0001630276562945,0.0036272452695531,0.0050962260560781,0.0003536799844337,6.797250611820527e-05,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8988095238095237,0.3060498220640569,0.0030622145293644,0.0013405080252899,0.0043752562132164,3.809240897183676e-05,0.0036824707162757,0.004123847887482,0.0028231731514673,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6964285714285712,0.3701067615658362,0.0037011607086749,0.0020849819855186,0.0041919247514395,0.0030639295357036,0.004665969288892,0.0064221399796966,0.0007446945366429,0.0003222440570051,0.6666666666666288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.2669039145907473,0.0026545114514158,0.0012935071441631,0.0023067625366245,0.0151462290413847,0.0026220620282622,0.0033119460960871,0.0011310405193522,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4285714285714288,0.2918149466192171,0.0032542436804291,0.001627193306613,0.004678383542296,0.0081917372059212,0.0025734441855316,0.0034053893990959,0.0006890861037579,0.0006072210546559,0.3333333333333712,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6071428571428577,0.2918149466192171,0.0031512368471472,0.0026561743545287,0.0029350185334165,0.003220057360806,0.0035287108783936,0.0049451769403893,0.000379962107337,0.0,0.3333333333333712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3690476190476186,0.2313167259786477,0.0018744051941325,0.0005095267134909,0.0018359681830121,0.0,0.0035138098306598,0.0044228582387018,0.0015518849575789,0.0,0.3333333333333712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7678571428571423,0.4341637010676156,0.0026853139902559,0.001027448310125,0.0026013991408323,0.0,0.00471331062161,0.0066696620025655,0.0003568623052164,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.375,0.3629893238434163,0.0027535490379262,0.0006925899506155,0.0043497537512215,2.9845598782057665e-06,0.0034787938137859,0.0044909357978835,0.0012739459563002,0.0,0.3333333333333712,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8452380952380949,0.3487544483985765,0.001942502654047,0.0005272345395899,0.0025576495097368,1.2252403710528936e-05,0.0029485579828763,0.0037367683251902,0.0012428029258278,0.0,0.6666666666666288,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9404761904761898,0.3345195729537366,0.004018458071951,0.0026711332773956,0.0047431477296618,0.0021646973526101,0.0045373189655938,0.006198487203206,0.0008634055930032,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6964285714285712,0.3060498220640569,0.001956630036832,0.0006037764574181,0.0015139439716923,6.903758244586496e-06,0.0040078119790587,0.005587417909681,0.0004998341862247,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.113095238095239,0.2740213523131672,0.0030511753517558,0.0019495729996748,0.0022678549781905,0.0158058049933108,0.0030860695465253,0.0043022613144845,0.0003851744690146,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6309523809523814,0.2953736654804271,0.0044342281120097,0.0032266060705332,0.0054659741147319,0.0035133689098892,0.004285604405272,0.0060211361922655,0.0004257962692467,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8452380952380949,0.4092526690391459,0.0036561723922464,0.0002114795626187,0.008851340578108,3.201333174622817e-05,0.0021954284313364,0.0030896515983593,0.000206084995651,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7202380952380949,0.3558718861209964,0.0049463134208416,0.0038477900500024,0.0053112344276528,0.0025674008753344,0.0054963878310208,0.0076813226688477,0.000641872353333,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8988095238095237,0.2846975088967971,0.0026120305918452,0.0019214182860526,0.0031100742130144,0.0004009520573221,0.0028371248012977,0.0038552553598442,0.0005880299336296,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5535714285714288,0.505338078291815,0.0011734267751554,0.0002612759534624,0.0010303781140785,3.687109565325519e-05,0.0023899891011802,0.0033807573349966,0.0001838647030654,0.0,0.3333333333333712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4404761904761898,0.4804270462633452,0.0016455511601643,0.0001706171072794,0.0010975599182323,0.0001299226039612,0.0039364662704293,0.0048406074067224,0.0020059391862589,0.0,0.3333333333333712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6607142857142865,0.3167259786476868,0.0031752908665473,0.0020230067925913,0.0038590063651375,0.0037899315801821,0.0032984084443739,0.0044575937151829,0.0007386009169025,2.4161960174818036e-05,0.6666666666666288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4642857142857153,0.2811387900355871,0.0018592225452571,0.000746682492048,0.0018535475642466,2.4818971618763747e-06,0.0031675075817894,0.0044637395903771,0.0002831286320935,0.0,0.3333333333333712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8928571428571423,0.3879003558718861,0.0021297085543393,0.0001492471546577,0.0019475126934419,0.0,0.0046183621241253,0.0061890972980951,0.0011599104635513,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7321428571428577,0.3451957295373665,0.0035923587111126,0.0023134526896124,0.0037684451465864,0.0026397175465939,0.0045499385033171,0.0062125048193493,0.0008733477226571,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5297619047619051,0.3523131672597864,0.0029260394477701,0.0018957587780993,0.0026473817334023,0.0065047343700278,0.0035670304391741,0.0042927145124868,0.0020367464993741,0.0,0.3333333333333712,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2142857142857153,0.2562277580071174,0.0038207665447889,0.0028106682561905,0.0027138327324005,0.0147340338328372,0.0042278099369833,0.0059879472708115,0.0003076937005965,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7261904761904763,0.3807829181494662,0.0048171106787694,0.0023582934041398,0.0068545508068227,8.182013824002256e-05,0.0055241303733341,0.0075548578010641,0.0009917475410508,0.0004153935793895,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.2597864768683273,0.0026618154414237,0.0031581239967786,0.0016640809541086,0.0012396565806751,0.0029636025282985,0.0040008235442875,0.0006757885490589,0.0,0.3333333333333712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8214285714285712,0.3345195729537366,0.0034446556954049,0.0020998635240334,0.0036942371589086,0.0006125063010047,0.0046690095816436,0.0064551480961668,0.0005611445685999,0.0015309583498015,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8690476190476186,0.4270462633451957,0.0026902045950344,0.0019585166082232,0.0031772462470457,0.0018272025361721,0.0027873987228221,0.0037882925156867,0.0005763008084593,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863095238095239,0.4519572953736654,0.001753128786685,0.0020857013082453,0.0008031607279988,0.000260591347892,0.0023291909888301,0.0028999513081718,0.0011029329333186,2.356380212097783e-06,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2440476190476186,0.2419928825622776,0.0036182672854734,0.0046264146920836,0.0026886790637753,0.0065255438210733,0.0025483377680201,0.0030629574608907,0.0014640196819476,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8392857142857135,0.4163701067615658,0.0030775269266933,0.0024630063038915,0.0031554134430243,0.0020329565233546,0.0034408226736518,0.0046439199751762,0.0007872869278212,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6845238095238102,0.3665480427046262,0.0033060769877125,0.0018637933248237,0.004357950395409,0.0028714686211365,0.0035008067721361,0.0047203242762787,0.0008116684008945,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8988095238095237,0.2811387900355871,0.0016410290025972,0.0002793311297778,0.0024673955615352,1.021033642544078e-05,0.0023624984540898,0.0030222076037491,0.0009300419913696,0.0,0.6666666666666288,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3214285714285712,0.2526690391459074,0.004026643743497,0.0016374924603733,0.0062443465766832,8.459656433724818e-05,0.0044643741352422,0.0063718067112837,0.0002106836240348,0.0,0.3333333333333712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6904761904761898,0.3701067615658362,0.0036026709134157,0.0021475876850413,0.0046152934654034,0.0030065395908877,0.0038348957159481,0.0052075287075728,0.0008031565670648,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3928571428571423,0.2348754448398577,0.0033677516591997,0.0017209928143102,0.0045710211327596,0.0066354266762734,0.0031475567574871,0.0036602654031874,0.0020959429115151,0.0,0.3333333333333712,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863095238095239,0.4661921708185053,0.0020054208948671,0.0024732975433431,0.0008746589722289,1.973343866839997e-05,0.0026442685536382,0.0030679833911645,0.0017723725775634,5.022715052094582e-05,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.375,0.2348754448398577,0.001544196019896,0.0004243283006477,0.0014619385871688,1.2056051086962768e-06,0.0029435014959843,0.0038695344707989,0.0009149574411543,0.0,0.3333333333333712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6904761904761898,0.2918149466192171,0.0024546402782233,0.0029974239580213,0.0011475658472066,0.0005933305037873,0.0031145584832899,0.0043014051057594,0.0004836830339888,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8928571428571423,0.3772241992882562,0.0014238483298006,0.00123850137944,0.0008564000789814,0.0007445691485629,0.0021415223374615,0.0026768103143834,0.0009896667928468,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5833333333333339,0.398576512455516,0.0029316298302743,0.0029030919932201,0.0019949451721761,0.0043367029498694,0.0033768464488278,0.0047278336601321,0.0003229426124347,0.0005312006038133,0.3333333333333712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0119047619047627,0.2846975088967971,0.002920062059706,0.0013598620276047,0.0041723532422476,0.0002104389607808,0.0033928516028766,0.0047951334590321,0.0002708976794151,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5178571428571423,0.3167259786476868,0.0032777785460294,0.0025892250185648,0.0027698082061613,0.0073276717777084,0.0036502394836793,0.0046600728832361,0.0013648886410401,0.0009742725876942,0.3333333333333712,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6547619047619051,0.2597864768683273,0.0015221531815182,0.000549443408937,0.0012001237321519,4.315830665984391e-06,0.0030017372970917,0.0042248155169048,0.0002807523826739,0.0,0.6666666666666288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4345238095238102,0.2455516014234875,0.0044784896131185,0.0019420306634553,0.0069867503330186,5.362782854839204e-05,0.0047843022316269,0.0059233752363576,0.0022687149535667,0.0007794180701554,0.3333333333333712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0833333333333339,0.2882562277580071,0.0040156239241657,0.0001509144356967,0.0089193821530329,5.259501374843399e-05,0.0033516651853997,0.0047146162181114,0.0003198179930728,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.391459074733096,0.0011854273072117,0.0002099811201659,0.0009360900823379,0.0,0.0025934022363362,0.0028566843766891,0.0020994207335133,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.738095238095239,0.3807829181494662,0.0039125210994263,0.0023187288954322,0.0058426240574029,7.04866648077833e-05,0.0037227460782846,0.0052576497916244,0.0003059556638613,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5416666666666661,0.5516014234875445,0.0016069742731739,0.0002536223772369,0.0009907915321378,0.0005207271576974,0.0037760038516679,0.0053951714071591,0.0001645172418236,0.0,0.3333333333333712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9226190476190474,0.298932384341637,0.0020364730114971,0.0003267242088706,0.0035425096005655,1.060304167257312e-05,0.0024467057882694,0.0032303193700383,0.0007280642877616,0.0,0.6666666666666288,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8809523809523814,0.3879003558718861,0.0038481527476534,0.000229031740646,0.0078966100792429,4.171707840286824e-05,0.0038017668485308,0.0046896300153247,0.0019029893604122,0.0,0.6666666666666288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0595238095238102,0.2704626334519573,0.0030505403682638,0.0013729487767731,0.0041246252173109,0.0001847795999331,0.003852268227467,0.0053928866896361,0.0004282057406965,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
